



sintaxi;pmpknpi;open;Deleted user;Tue Jan 21 16:11:11 BRST 2014;null;627;
lsegal;yard;closed;Dan Kubb;Sun Jun 30 02:36:13 BRT 2013;Sun Jun 30 02:51:14 BRT 2013;0;
lsegal;yard;closed;Iain Barnett;Fri Jun 21 10:56:27 BRT 2013;Sat Jun 22 07:01:35 BRT 2013;0;
lsegal;yard;closed;Michael Klishin;Sun Jun 02 02:06:01 BRT 2013;Sun Jun 02 07:17:40 BRT 2013;0;
lsegal;yard;closed;André M. Ribeiro-dos-Santos;Tue May 21 21:58:42 BRT 2013;Fri Jul 26 18:22:24 BRT 2013;65;
lsegal;yard;closed;Michal Papis;Wed May 15 19:49:20 BRT 2013;Thu May 16 03:53:18 BRT 2013;0;
lsegal;yard;closed;Aram Kocharyan;Mon May 13 10:06:17 BRT 2013;Mon May 13 19:59:57 BRT 2013;0;
lsegal;yard;closed;Scott Smith;Mon May 13 03:50:19 BRT 2013;Mon May 13 04:47:52 BRT 2013;0;
lsegal;yard;closed;Michal Papis;Sat May 11 23:28:56 BRT 2013;Mon May 13 15:04:59 BRT 2013;1;
lsegal;yard;closed;Justin Coyne;Wed May 08 10:10:41 BRT 2013;Sat Jul 27 01:18:41 BRT 2013;79;
lsegal;yard;closed;Justin Coyne;Wed May 08 10:07:25 BRT 2013;Sun Oct 26 22:29:15 BRST 2014;536;
lsegal;yard;closed;Jay Perry;Mon May 06 11:33:24 BRT 2013;Tue May 07 15:06:29 BRT 2013;1;
lsegal;yard;closed;Kouhei Sutou;Wed May 01 05:40:55 BRT 2013;Wed May 01 21:13:04 BRT 2013;0;
lsegal;yard;closed;Tom van leeuwen;Wed May 01 05:29:14 BRT 2013;Wed May 01 21:13:36 BRT 2013;0;
lsegal;yard;closed;Kyrylo Silin;Sat Apr 27 18:28:17 BRT 2013;Sun Apr 28 14:40:41 BRT 2013;0;
lsegal;yard;closed;Chris Howlett;Mon Apr 22 11:21:42 BRT 2013;Thu May 02 15:10:44 BRT 2013;10;
lsegal;yard;closed;Kyrylo Silin;Sun Apr 21 07:38:55 BRT 2013;Sun Apr 28 14:41:42 BRT 2013;7;
lsegal;yard;closed;Nitin;Wed Apr 17 05:51:20 BRT 2013;Wed Apr 17 05:59:42 BRT 2013;0;
lsegal;yard;closed;Krishna Raman;Wed Apr 10 02:05:06 BRT 2013;Wed Apr 10 02:17:06 BRT 2013;0;
lsegal;yard;open;Nitin;Wed Apr 03 17:34:29 BRT 2013;null;920;
lsegal;yard;closed;vivo;Tue Apr 02 19:36:44 BRT 2013;Fri Jun 28 03:37:19 BRT 2013;86;
lsegal;yard;open;7rans;Thu Mar 28 10:42:40 BRT 2013;null;926;
lsegal;yard;closed;Kyrylo Silin;Thu Mar 21 04:45:55 BRT 2013;Sat Mar 23 21:20:39 BRT 2013;2;
lsegal;yard;closed;Loren Segal;Wed Mar 20 14:47:36 BRT 2013;Sat Mar 23 23:07:25 BRT 2013;3;
lsegal;yard;closed;Andy Caldwell;Tue Mar 19 14:33:45 BRT 2013;Sat Mar 23 21:20:59 BRT 2013;4;
lsegal;yard;closed;Nicholas Cancelliere;Fri Mar 15 17:07:12 BRT 2013;Fri Mar 15 18:57:17 BRT 2013;0;
lsegal;yard;closed;Nitin;Fri Mar 15 16:12:00 BRT 2013;Fri Mar 15 16:20:33 BRT 2013;0;
lsegal;yard;closed;Wayne Conrad;Mon Mar 11 21:57:43 BRT 2013;Sat Mar 23 23:36:58 BRT 2013;12;
lsegal;yard;closed;7rans;Sat Mar 09 12:37:26 BRT 2013;Sat Mar 09 21:32:51 BRT 2013;0;
lsegal;yard;closed;Jamie Cook;Wed Mar 06 01:10:14 BRT 2013;Mon Apr 29 03:28:52 BRT 2013;54;
lsegal;yard;closed;7rans;Thu Feb 14 16:08:13 BRST 2013;Thu Feb 14 16:53:47 BRST 2013;0;
lsegal;yard;closed;Ryoichi SEKIGUCHI;Wed Feb 13 23:31:31 BRST 2013;Sat Mar 23 22:54:19 BRT 2013;37;
lsegal;yard;closed;7rans;Fri Feb 08 15:18:16 BRST 2013;Thu May 02 17:56:12 BRT 2013;83;
lsegal;yard;closed;null;Thu Feb 07 09:32:54 BRST 2013;Fri Feb 22 11:29:48 BRT 2013;15;
lsegal;yard;closed;Sandro Queiroz Jr;Tue Feb 05 15:38:45 BRST 2013;Tue Feb 05 18:12:34 BRST 2013;0;
lsegal;yard;open;Ahmad Amireh;Sat Feb 02 12:34:23 BRST 2013;null;980;
lsegal;yard;closed;Loren Segal;Fri Feb 01 18:55:04 BRST 2013;Fri Feb 01 19:40:15 BRST 2013;0;
lsegal;yard;closed;Loren Segal;Tue Jan 29 22:54:09 BRST 2013;Fri Feb 01 20:05:25 BRST 2013;2;
lsegal;yard;closed;7rans;Mon Jan 28 07:57:19 BRST 2013;Mon Apr 29 03:14:06 BRT 2013;90;
lsegal;yard;closed;null;Sat Jan 26 14:02:45 BRST 2013;Sat Jan 26 14:27:55 BRST 2013;0;
lsegal;yard;closed;Asher;Sat Jan 26 12:26:24 BRST 2013;Sun Jan 27 02:15:27 BRST 2013;0;
lsegal;yard;closed;7rans;Wed Jan 23 14:04:32 BRST 2013;Sun Oct 26 20:21:01 BRST 2014;641;
lsegal;yard;closed;7rans;Wed Jan 23 13:56:40 BRST 2013;Sun Apr 28 14:51:16 BRT 2013;95;
lsegal;yard;closed;Konstantin Haase;Sat Jan 19 07:43:26 BRST 2013;Sun Apr 28 14:49:49 BRT 2013;99;
lsegal;yard;closed;Konstantin Haase;Sat Jan 19 07:39:49 BRST 2013;Sun Apr 28 14:51:38 BRT 2013;99;
lsegal;yard;closed;Brian Hoffman;Mon Dec 31 16:30:24 BRST 2012;Mon Dec 31 19:08:15 BRST 2012;0;
lsegal;yard;closed;Denis Defreyne;Sat Dec 29 07:21:04 BRST 2012;Sun Jan 06 21:09:21 BRST 2013;8;
lsegal;yard;closed;null;Fri Dec 28 04:26:48 BRST 2012;Sun Jan 27 18:43:53 BRST 2013;30;
lsegal;yard;closed;null;Mon Dec 24 08:32:58 BRST 2012;Sun Jan 06 20:58:17 BRST 2013;13;
lsegal;yard;closed;Peter Ohler;Tue Dec 18 01:22:17 BRST 2012;Sun Oct 26 02:14:18 BRST 2014;677;
lsegal;yard;closed;Julien Ammous;Fri Dec 14 07:36:07 BRST 2012;Sun Jan 27 20:19:09 BRST 2013;44;
lsegal;yard;closed;Loïc Guitaut;Thu Dec 13 10:25:16 BRST 2012;Mon Jan 28 06:50:12 BRST 2013;45;
lsegal;yard;closed;null;Thu Dec 13 09:08:12 BRST 2012;Thu Dec 13 22:09:57 BRST 2012;0;
lsegal;yard;closed;Peter Ohler;Tue Dec 11 06:12:46 BRST 2012;Sun Oct 26 20:23:20 BRST 2014;684;
lsegal;yard;closed;Nitin;Thu Dec 06 17:46:31 BRST 2012;Mon Dec 10 21:25:09 BRST 2012;4;
lsegal;yard;closed;Postmodern;Sun Dec 02 02:01:30 BRST 2012;Sun Jan 27 18:20:00 BRST 2013;56;
lsegal;yard;closed;Mark Rada;Sat Dec 01 02:55:40 BRST 2012;Mon Jan 28 00:35:53 BRST 2013;57;
lsegal;yard;closed;Henrik Lindberg;Thu Nov 29 02:52:25 BRST 2012;Thu Nov 29 03:04:02 BRST 2012;0;
lsegal;yard;closed;Michael van Rooijen;Tue Nov 27 02:37:49 BRST 2012;Tue Nov 27 02:58:37 BRST 2012;0;
lsegal;yard;closed;Deleted user;Sat Nov 24 02:19:35 BRST 2012;Sun Apr 28 14:54:18 BRT 2013;155;
lsegal;yard;open;Chris Stainthorpe;Wed Nov 14 10:53:31 BRST 2012;null;1060;
lsegal;yard;closed;Kostas;Tue Nov 13 13:15:30 BRST 2012;Wed Nov 14 06:17:17 BRST 2012;0;
lsegal;yard;closed;Alexander Duda;Fri Nov 09 20:34:46 BRST 2012;Mon Nov 26 01:35:03 BRST 2012;16;
lsegal;yard;closed;Kostas;Fri Nov 09 14:12:50 BRST 2012;Wed Nov 14 06:23:13 BRST 2012;4;
lsegal;yard;closed;Philippe Bernery;Tue Nov 06 09:13:15 BRST 2012;Tue Jan 22 22:36:17 BRST 2013;77;
lsegal;yard;closed;Kouhei Sutou;Sat Nov 03 12:25:41 BRST 2012;Mon Nov 26 02:29:05 BRST 2012;22;
lsegal;yard;closed;null;Tue Oct 23 10:49:35 BRST 2012;Tue Oct 23 15:15:36 BRST 2012;0;
lsegal;yard;closed;null;Tue Oct 23 06:41:07 BRST 2012;Mon Nov 26 02:11:46 BRST 2012;33;
lsegal;yard;closed;Simeon Simeonov;Sat Oct 20 02:04:42 BRT 2012;Mon Oct 22 14:29:36 BRST 2012;2;
lsegal;yard;closed;null;Thu Oct 18 05:45:32 BRT 2012;Sun Apr 28 14:55:58 BRT 2013;192;
lsegal;yard;closed;null;Thu Oct 18 05:24:45 BRT 2012;Wed May 01 21:53:22 BRT 2013;195;
lsegal;yard;closed;L. Preston Sego III;Thu Oct 18 00:09:22 BRT 2012;Sun Jan 27 18:08:37 BRST 2013;101;
lsegal;yard;closed;L. Preston Sego III;Wed Oct 17 23:08:47 BRT 2012;Sun Jan 27 18:24:35 BRST 2013;101;
lsegal;yard;closed;L. Preston Sego III;Wed Oct 17 22:39:40 BRT 2012;Fri Oct 19 17:59:01 BRT 2012;1;
lsegal;yard;closed;null;Tue Oct 16 11:06:03 BRT 2012;Mon Nov 26 02:10:57 BRST 2012;40;
lsegal;yard;closed;Zhan Tuaev;Sat Oct 13 17:46:34 BRT 2012;Sat Mar 23 23:11:40 BRT 2013;161;
lsegal;yard;closed;Dennis Günnewig;Tue Oct 09 02:07:52 BRT 2012;Wed Oct 10 10:07:40 BRT 2012;1;
lsegal;yard;closed;Zhan Tuaev;Sat Oct 06 16:50:40 BRT 2012;Sat Oct 06 18:45:54 BRT 2012;0;
lsegal;yard;closed;Niels Ganser;Fri Oct 05 09:08:21 BRT 2012;Sat Oct 06 07:50:01 BRT 2012;0;
lsegal;yard;closed;Manuel Hutter;Tue Oct 02 10:30:24 BRT 2012;Fri Oct 05 18:01:20 BRT 2012;3;
lsegal;yard;closed;null;Sat Sep 29 13:57:37 BRT 2012;Sun Jan 27 18:21:27 BRST 2013;120;
lsegal;yard;closed;Anton;Fri Sep 28 04:42:10 BRT 2012;Sun Oct 14 19:28:45 BRT 2012;16;
lsegal;yard;closed;Suan Yeo;Sat Sep 22 02:09:53 BRT 2012;Sat Sep 22 02:59:21 BRT 2012;0;
lsegal;yard;closed;Suan Yeo;Sat Sep 22 01:09:15 BRT 2012;Mon Apr 29 03:27:32 BRT 2013;219;
lsegal;yard;closed;L. Preston Sego III;Fri Sep 14 14:07:35 BRT 2012;Mon Oct 15 02:31:21 BRT 2012;30;
lsegal;yard;closed;L. Preston Sego III;Wed Sep 12 16:26:28 BRT 2012;Sun Apr 28 14:59:25 BRT 2013;227;
lsegal;yard;closed;Alexander Pepper;Wed Sep 12 05:24:36 BRT 2012;Sun Oct 14 19:37:52 BRT 2012;32;
lsegal;yard;closed;David Barri;Sat Sep 08 01:30:26 BRT 2012;Sat Sep 08 02:18:16 BRT 2012;0;
lsegal;yard;closed;Haruka Yoshihara;Thu Aug 30 06:02:48 BRT 2012;Fri Aug 31 00:58:31 BRT 2012;0;
lsegal;yard;closed;null;Thu Aug 23 13:04:04 BRT 2012;Sun Jan 27 18:15:10 BRST 2013;157;
lsegal;yard;closed;Alex Tran;Wed Aug 15 17:22:40 BRT 2012;Sun Apr 28 15:02:39 BRT 2013;255;
lsegal;yard;closed;Su Zhang (??);Sun Aug 12 03:02:36 BRT 2012;Sun Aug 12 03:21:00 BRT 2012;0;
lsegal;yard;closed;Su Zhang (??);Sun Aug 12 02:48:45 BRT 2012;Sun Aug 12 03:13:27 BRT 2012;0;
lsegal;yard;closed;David Barri;Wed Aug 08 20:50:03 BRT 2012;Mon Oct 15 01:58:48 BRT 2012;67;
lsegal;yard;closed;Hans de Graaff;Wed Aug 08 15:20:28 BRT 2012;Wed Aug 08 17:22:51 BRT 2012;0;
lsegal;yard;closed;David Barri;Wed Aug 01 22:31:01 BRT 2012;Mon Apr 29 03:17:48 BRT 2013;270;
lsegal;yard;closed;David Barri;Wed Aug 01 21:25:40 BRT 2012;Wed Aug 08 17:06:05 BRT 2012;6;
lsegal;yard;closed;David Barri;Tue Jul 31 23:34:22 BRT 2012;Wed Aug 08 20:52:01 BRT 2012;7;
lsegal;yard;closed;David Barri;Tue Jul 31 23:33:33 BRT 2012;Wed Aug 01 21:29:56 BRT 2012;0;
lsegal;yard;closed;David Barri;Tue Jul 31 23:32:49 BRT 2012;Mon Oct 15 01:56:23 BRT 2012;75;
lsegal;yard;closed;Nikolai Weibull;Tue Jul 31 16:07:28 BRT 2012;Sun Oct 14 20:01:17 BRT 2012;75;
lsegal;yard;closed;David Barri;Tue Jul 31 08:27:39 BRT 2012;Mon Sep 10 02:15:54 BRT 2012;40;
lsegal;yard;closed;David Barri;Tue Jul 31 08:22:41 BRT 2012;Mon Sep 10 02:17:55 BRT 2012;40;
lsegal;yard;closed;Vít Ondruch;Fri Jul 27 09:24:58 BRT 2012;Mon Sep 10 02:13:48 BRT 2012;44;
lsegal;yard;closed;Noah Gibbs;Thu Jul 26 17:29:49 BRT 2012;Mon Aug 06 23:58:29 BRT 2012;11;
lsegal;yard;closed;Zhan Tuaev;Thu Jul 26 15:09:33 BRT 2012;Mon Aug 06 23:58:28 BRT 2012;11;
lsegal;yard;closed;Hans de Graaff;Sun Jul 22 09:48:32 BRT 2012;Mon Aug 06 17:51:04 BRT 2012;15;
lsegal;yard;closed;Jerry Cheung;Tue Jul 17 14:51:28 BRT 2012;Tue Jul 17 15:02:52 BRT 2012;0;
lsegal;yard;closed;Benoit Daloze;Sun Jul 15 08:22:07 BRT 2012;Mon Aug 06 18:16:47 BRT 2012;22;
lsegal;yard;closed;Torbjörn Klatt;Sat Jul 14 19:49:30 BRT 2012;Sun Apr 28 15:00:39 BRT 2013;287;
lsegal;yard;closed;Loren Segal;Sat Jul 14 17:45:27 BRT 2012;Sat Jul 14 17:52:18 BRT 2012;0;
lsegal;yard;closed;Loren Segal;Sat Jul 14 17:23:17 BRT 2012;Sat Jul 14 17:24:06 BRT 2012;0;
lsegal;yard;open;Kouhei Sutou;Tue Jul 10 10:35:27 BRT 2012;null;1187;
lsegal;yard;closed;Torbjörn Klatt;Sun Jul 08 16:16:53 BRT 2012;Sat Jul 14 16:25:48 BRT 2012;6;
lsegal;yard;closed;Fabio Napoleoni;Fri Jul 06 12:53:57 BRT 2012;Mon Apr 29 03:12:59 BRT 2013;296;
lsegal;yard;closed;Gregg Kellogg;Thu Jul 05 20:13:12 BRT 2012;Thu Jul 05 20:19:30 BRT 2012;0;
lsegal;yard;closed;Robert Sharp;Thu Jul 05 06:22:01 BRT 2012;Thu Jul 05 14:21:26 BRT 2012;0;
lsegal;yard;closed;Dan Kubb;Sat Jun 30 23:47:31 BRT 2012;Mon Sep 10 02:18:28 BRT 2012;71;
lsegal;yard;closed;James Harton;Thu Jun 28 00:18:14 BRT 2012;Thu Jun 28 01:14:52 BRT 2012;0;
lsegal;yard;closed;Conrad Irwin;Tue Jun 26 06:22:50 BRT 2012;Sat Jul 14 13:41:02 BRT 2012;18;
lsegal;yard;closed;Yuta Yamada;Wed Jun 20 06:37:08 BRT 2012;Mon Jul 09 00:19:47 BRT 2012;18;
lsegal;yard;closed;Yuta Yamada;Wed Jun 20 06:28:40 BRT 2012;Mon Jul 09 00:19:47 BRT 2012;18;
lsegal;yard;closed;Nitin;Tue Jun 19 18:52:59 BRT 2012;Wed Dec 05 00:06:03 BRST 2012;168;
lsegal;yard;closed;Chris Trinh;Tue Jun 19 14:59:18 BRT 2012;Sat Jul 14 17:24:06 BRT 2012;25;
lsegal;yard;closed;Kouhei Sutou;Tue Jun 19 11:45:45 BRT 2012;Mon Jul 09 00:19:47 BRT 2012;19;
lsegal;yard;closed;Rubycut;Thu Jun 14 04:52:24 BRT 2012;Sat Jun 16 13:53:09 BRT 2012;2;
lsegal;yard;closed;Andy Caldwell;Wed Jun 13 21:24:27 BRT 2012;Mon Jul 09 00:21:26 BRT 2012;25;
lsegal;yard;closed;Allen Wyma;Tue Jun 12 04:42:27 BRT 2012;Sun Jan 27 19:02:52 BRST 2013;229;
lsegal;yard;closed;Kouhei Sutou;Sun Jun 10 06:50:29 BRT 2012;Mon Jul 09 00:19:46 BRT 2012;28;
lsegal;yard;closed;Gioele;Sat Jun 09 15:20:58 BRT 2012;Sun Jan 27 20:30:12 BRST 2013;232;
lsegal;yard;closed;Dominik Honnef;Sat Jun 09 05:19:57 BRT 2012;Sun Jul 15 17:27:29 BRT 2012;36;
lsegal;yard;closed;Benoit Daloze;Wed May 30 09:22:53 BRT 2012;Wed May 30 16:12:23 BRT 2012;0;
lsegal;yard;closed;null;Tue May 22 13:44:33 BRT 2012;Sun Jan 27 18:49:39 BRST 2013;250;
lsegal;yard;closed;Andrew Davis;Tue May 22 10:45:50 BRT 2012;Wed May 23 15:42:30 BRT 2012;1;
lsegal;yard;closed;null;Mon May 21 11:50:43 BRT 2012;Mon May 21 13:49:42 BRT 2012;0;
lsegal;yard;closed;Kouhei Sutou;Sun May 20 03:31:50 BRT 2012;Wed Jun 06 01:08:37 BRT 2012;16;
lsegal;yard;closed;Dan Kubb;Sat May 19 04:05:44 BRT 2012;Thu May 02 18:14:24 BRT 2013;348;
lsegal;yard;closed;Gregg Kellogg;Fri May 18 13:30:03 BRT 2012;Tue May 22 22:42:15 BRT 2012;4;
lsegal;yard;closed;Arthur Schreiber;Mon May 14 16:35:35 BRT 2012;Mon May 14 16:46:18 BRT 2012;0;
lsegal;yard;closed;Su Zhang (??);Sun May 13 04:54:02 BRT 2012;Sat May 19 21:57:18 BRT 2012;6;
lsegal;yard;closed;rking;Fri May 11 01:17:34 BRT 2012;Fri May 11 01:25:26 BRT 2012;0;
lsegal;yard;closed;Marc-André Lafortune;Mon May 07 20:06:26 BRT 2012;Tue May 08 17:08:42 BRT 2012;0;
lsegal;yard;closed;Ngan Pham;Mon May 07 17:40:04 BRT 2012;Wed Jun 06 01:08:36 BRT 2012;29;
lsegal;yard;closed;Chetan Sarva;Mon May 07 14:30:25 BRT 2012;Fri May 11 04:46:20 BRT 2012;3;
lsegal;yard;closed;Josh Sharpe;Mon May 07 13:12:20 BRT 2012;Mon May 07 15:46:25 BRT 2012;0;
lsegal;yard;closed;Josh Sharpe;Mon May 07 12:59:16 BRT 2012;Thu May 10 17:40:40 BRT 2012;3;
lsegal;yard;closed;Adam;Mon May 07 11:50:53 BRT 2012;Mon May 07 15:52:13 BRT 2012;0;
lsegal;yard;closed;Carl Suster;Thu May 03 04:19:30 BRT 2012;Fri May 04 01:38:41 BRT 2012;0;
lsegal;yard;closed;Kouhei Sutou;Wed May 02 12:17:54 BRT 2012;Wed May 02 15:47:37 BRT 2012;0;
lsegal;yard;closed;Loren Segal;Wed May 02 03:53:27 BRT 2012;Wed May 02 04:08:45 BRT 2012;0;
lsegal;yard;closed;Loren Segal;Wed May 02 03:51:30 BRT 2012;Wed May 02 04:08:46 BRT 2012;0;
lsegal;yard;closed;7rans;Tue May 01 18:31:31 BRT 2012;Wed May 02 00:14:28 BRT 2012;0;
lsegal;yard;closed;Luke Imhoff;Tue May 01 18:30:39 BRT 2012;Tue May 01 21:25:29 BRT 2012;0;
lsegal;yard;closed;7rans;Tue May 01 12:11:38 BRT 2012;Tue May 01 17:32:48 BRT 2012;0;
lsegal;yard;closed;Michel Demazure;Tue May 01 05:16:34 BRT 2012;Tue May 01 06:25:40 BRT 2012;0;
lsegal;yard;closed;Kouhei Sutou;Mon Apr 30 11:37:12 BRT 2012;Mon Apr 30 17:37:53 BRT 2012;0;
lsegal;yard;closed;Loren Segal;Mon Apr 30 07:47:47 BRT 2012;Mon Apr 30 08:25:13 BRT 2012;0;
lsegal;yard;closed;Loren Segal;Mon Apr 30 05:41:57 BRT 2012;Tue May 01 05:22:29 BRT 2012;0;
lsegal;yard;closed;ser1zw;Mon Apr 30 05:22:13 BRT 2012;Mon Apr 30 05:38:26 BRT 2012;0;
lsegal;yard;closed;Kouhei Sutou;Mon Apr 30 00:20:12 BRT 2012;Mon Apr 30 00:23:22 BRT 2012;0;
lsegal;yard;closed;Mark Rada;Sat Apr 28 21:47:31 BRT 2012;Tue May 01 06:33:19 BRT 2012;2;
lsegal;yard;closed;Faraz Yashar;Wed Apr 25 15:32:24 BRT 2012;Sun Jan 06 21:14:03 BRST 2013;256;
lsegal;yard;closed;Deleted user;Wed Apr 25 14:48:00 BRT 2012;Wed May 01 21:57:01 BRT 2013;371;
lsegal;yard;closed;Mark Joslin;Sun Apr 22 14:23:57 BRT 2012;Mon Apr 23 18:22:13 BRT 2012;1;
lsegal;yard;closed;Sung Pae;Sat Apr 21 20:40:14 BRT 2012;Wed Apr 25 23:30:14 BRT 2012;4;
lsegal;yard;closed;7rans;Wed Apr 18 11:49:26 BRT 2012;Wed Apr 18 23:49:15 BRT 2012;0;
lsegal;yard;open;Lucas Jenß;Tue Apr 17 10:34:55 BRT 2012;null;1271;
lsegal;yard;closed;Deleted user;Tue Apr 17 01:32:02 BRT 2012;Tue Apr 17 01:48:55 BRT 2012;0;
lsegal;yard;closed;Martin Zimmermann;Sat Apr 14 10:40:31 BRT 2012;Fri May 04 12:35:12 BRT 2012;20;
lsegal;yard;closed;Ken Dreyer;Fri Apr 13 19:55:05 BRT 2012;Thu Apr 26 00:47:00 BRT 2012;12;
lsegal;yard;closed;Ken Dreyer;Fri Apr 13 16:13:34 BRT 2012;Wed Apr 25 23:53:15 BRT 2012;12;
lsegal;yard;closed;Benedikt Deicke;Mon Apr 02 18:01:34 BRT 2012;Wed Apr 25 23:35:26 BRT 2012;23;
lsegal;yard;closed;Nikolai Weibull;Sun Apr 01 14:17:32 BRT 2012;Sun Apr 22 03:58:01 BRT 2012;20;
lsegal;yard;closed;Joshua Pinter;Sat Mar 31 14:48:11 BRT 2012;Thu Apr 26 01:33:25 BRT 2012;25;
lsegal;yard;closed;Mark Rada;Fri Mar 30 18:55:57 BRT 2012;Fri Mar 30 22:11:56 BRT 2012;0;
lsegal;yard;closed;Daniel Gregoire;Fri Mar 30 18:18:33 BRT 2012;Fri Mar 30 21:39:59 BRT 2012;0;
lsegal;yard;closed;Nikolai Weibull;Fri Mar 30 12:32:34 BRT 2012;Fri Mar 30 15:26:35 BRT 2012;0;
lsegal;yard;closed;Nikolai Weibull;Fri Mar 30 08:55:20 BRT 2012;Sun Apr 22 03:58:10 BRT 2012;22;
lsegal;yard;closed;Sven Pachnit;Wed Mar 28 13:11:41 BRT 2012;Wed Mar 28 16:01:23 BRT 2012;0;
lsegal;yard;closed;Backo;Sat Mar 17 12:51:09 BRT 2012;Sat Mar 17 18:44:18 BRT 2012;0;
lsegal;yard;closed;jMelchor;Fri Mar 16 14:08:25 BRT 2012;Thu Apr 26 01:21:35 BRT 2012;40;
lsegal;yard;closed;Mitchell Hashimoto;Fri Mar 16 01:57:11 BRT 2012;Fri Mar 16 23:15:06 BRT 2012;0;
lsegal;yard;closed;Postmodern;Wed Mar 14 18:29:58 BRT 2012;Thu Apr 26 01:24:47 BRT 2012;42;
lsegal;yard;closed;Jason Cady;Thu Mar 08 08:17:27 BRT 2012;Thu Mar 08 16:49:42 BRT 2012;0;
lsegal;yard;closed;Kostas;Wed Mar 07 06:28:35 BRT 2012;Mon Apr 29 03:21:59 BRT 2013;417;
lsegal;yard;closed;Dominik Honnef;Mon Mar 05 23:24:21 BRT 2012;Tue Mar 20 07:57:44 BRT 2012;14;
lsegal;yard;closed;Dominik Honnef;Mon Mar 05 23:20:29 BRT 2012;Tue Mar 20 08:03:34 BRT 2012;14;
lsegal;yard;closed;Dominik Honnef;Sun Mar 04 20:44:46 BRT 2012;Mon Mar 05 23:23:30 BRT 2012;1;
lsegal;yard;closed;Conrad Taylor;Thu Mar 01 08:41:22 BRT 2012;Thu Mar 01 12:12:53 BRT 2012;0;
lsegal;yard;closed;null;Fri Feb 24 13:04:10 BRST 2012;Fri Feb 24 16:38:06 BRST 2012;0;
lsegal;yard;closed;Martin Ceronio;Thu Feb 23 03:58:21 BRST 2012;Thu Feb 23 04:03:26 BRST 2012;0;
lsegal;yard;closed;Serah Eley;Tue Feb 21 19:09:42 BRST 2012;Tue Feb 21 22:35:02 BRST 2012;0;
lsegal;yard;closed;Jordan Sissel;Mon Feb 13 16:01:58 BRST 2012;Mon Feb 13 18:38:11 BRST 2012;0;
lsegal;yard;closed;Sergey Avseyev;Mon Feb 13 12:19:30 BRST 2012;Tue Mar 20 08:11:18 BRT 2012;35;
lsegal;yard;closed;Jeffrey Jones;Mon Feb 13 00:23:49 BRST 2012;Mon Feb 13 00:31:05 BRST 2012;0;
lsegal;yard;closed;Kubo Takehiro;Fri Feb 10 01:25:19 BRST 2012;Sun Feb 12 18:29:57 BRST 2012;2;
lsegal;yard;closed;Larry Gilbert;Thu Feb 09 20:02:57 BRST 2012;Thu Feb 09 20:46:48 BRST 2012;0;
lsegal;yard;closed;Kunal;Sat Feb 04 21:58:40 BRST 2012;Sat Feb 04 22:32:06 BRST 2012;0;
lsegal;yard;closed;null;Fri Feb 03 12:05:36 BRST 2012;Fri Feb 03 19:41:59 BRST 2012;0;
lsegal;yard;closed;martin sarsale;Thu Feb 02 12:45:37 BRST 2012;Thu Feb 02 17:05:24 BRST 2012;0;
lsegal;yard;closed;Myron Marston;Wed Feb 01 05:04:12 BRST 2012;Wed Feb 01 05:12:38 BRST 2012;0;
lsegal;yard;closed;Myron Marston;Wed Feb 01 04:38:30 BRST 2012;Wed Feb 01 05:35:55 BRST 2012;0;
lsegal;yard;closed;Michael Irwin;Tue Jan 31 11:17:10 BRST 2012;Tue Jan 31 18:52:03 BRST 2012;0;
lsegal;yard;closed;Dominik Honnef;Sun Jan 29 23:06:07 BRST 2012;Tue Jan 31 02:07:39 BRST 2012;1;
lsegal;yard;closed;Dominik Honnef;Sun Jan 29 22:54:21 BRST 2012;Tue Jan 31 02:07:38 BRST 2012;1;
lsegal;yard;closed;Dominik Honnef;Sun Jan 29 11:59:54 BRST 2012;Sun Jan 29 20:03:13 BRST 2012;0;
lsegal;yard;closed;David Chelimsky;Sat Jan 28 13:59:57 BRST 2012;Sat Jan 28 21:29:46 BRST 2012;0;
lsegal;yard;open;7rans;Fri Jan 27 20:54:23 BRST 2012;null;1352;
lsegal;yard;closed;Dominik Honnef;Thu Jan 26 08:48:52 BRST 2012;Tue Jan 31 20:56:10 BRST 2012;5;
lsegal;yard;closed;Vít Ondruch;Wed Jan 25 13:41:46 BRST 2012;Tue Mar 20 08:18:35 BRT 2012;54;
lsegal;yard;closed;Vít Ondruch;Wed Jan 25 11:42:47 BRST 2012;Thu Feb 02 02:28:03 BRST 2012;7;
lsegal;yard;closed;Postmodern;Wed Jan 25 06:57:58 BRST 2012;Thu Jan 26 08:59:40 BRST 2012;1;
lsegal;yard;closed;Kouhei Sutou;Sat Jan 21 06:17:56 BRST 2012;Sat Jan 21 17:42:54 BRST 2012;0;
lsegal;yard;closed;Kouhei Sutou;Sat Jan 21 04:30:16 BRST 2012;Sat Jan 21 17:44:13 BRST 2012;0;
lsegal;yard;closed;Kouhei Sutou;Sat Jan 21 02:18:35 BRST 2012;Sat Jan 21 17:47:06 BRST 2012;0;
lsegal;yard;closed;Loren Segal;Thu Jan 19 14:52:45 BRST 2012;Tue Jan 31 21:20:09 BRST 2012;12;
lsegal;yard;closed;Loren Segal;Thu Jan 19 14:31:02 BRST 2012;Thu Jan 19 14:37:01 BRST 2012;0;
